EventId,EventTemplate,Occurrences
c7648d69,Exception running child : org.apache.hadoop.mapreduce.task.reduce.Shuffle$ShuffleError: error in shuffle in <*>,2
75f00688,Launching attempt_<*>_0003_m_000001_1,1
fd1d492f,Launching attempt_<*>_0003_m_000002_1,1
2e7db2fa,Task: <*> - failed due to FSError: java.io.IOException: There is not enough space on the disk,2
c9eab166,Diagnostics report from <*> <*> java.io.IOException: There is not enough space on the disk,8
4d8ff06c,Task: <*> - exited : org.apache.hadoop.mapreduce.task.reduce.Shuffle$ShuffleError: error in shuffle in <*>,2
28061564,Diagnostics report from <*> Error: org.apache.hadoop.mapreduce.task.reduce.Shuffle$ShuffleError: error in shuffle in <*>,4
3e77ada7,Before Scheduling: <*> <*> ScheduledReds:0 <*> AssignedReds:1 <*> CompletedReds:0 <*> ContRel:0 HostLocal:9 RackLocal:4,15
0e9d7c3c,"completedMapPercent 0.7 totalResourceLimit:<memory:9216, vCores:-18> finalMapResourceLimit:<memory:4608, vCores:-9> finalReduceResourceLimit:<memory:4608, vCores:-9> netScheduledMapResource:<memory:7168, vCores:7> netScheduledReduceResource:<memory:1024, vCores:1>",1
c10f5700,After Scheduling: PendingReds:0 <*> <*> <*> <*> <*> CompletedReds:0 <*> ContRel:0 HostLocal:9 RackLocal:4,6
13ed2f94,"Assigning container Container: [ContainerId: <*> NodeId: <*> NodeHttpAddress: <*> Resource: <memory:1024, vCores:1>, Priority: 5, Token: Token { kind: ContainerToken, service: <*>:<*> }, ] to fast fail map",5
a275647a,Assigned from earlierFailedMaps,5
03d9ef97,Launching attempt_<*>_0003_m_000000_2,1
f4f9d9e8,Launching attempt_<*>_0003_r_000000_1,1
874818b7,KILLING attempt_<*>_0003_m_000001_1,1
d7b20de8,KILLING attempt_<*>_0003_m_000000_2,1
cd0059fb,Launching attempt_<*>_0003_m_000000_3,1
7537120a,KILLING attempt_<*>_0003_m_000002_1,1
e9d6d130,KILLING attempt_<*>_0003_m_000000_3,1
5b33527e,KILLING attempt_<*>_0003_r_000000_1,1
db239425,Launching attempt_<*>_0019_m_000008_1000,1
f90ccbb0,Launching attempt_<*>_0019_m_000001_1000,1
4688038f,Launching attempt_<*>_0019_m_000002_1000,1
00c219d1,Launching attempt_<*>_0019_m_000003_1000,1
20908643,Launching attempt_<*>_0019_m_000000_1000,1
6122d9b7,Launching attempt_<*>_0019_m_000006_1000,1
13babc10,Launching attempt_<*>_0019_m_000005_1000,1
dac3003d,Launching attempt_<*>_0019_m_000009_1000,1
029ae376,Launching attempt_<*>_0019_m_000007_1000,1
7d4ecae6,Launching attempt_<*>_0019_m_000004_1000,1
7434e43e,KILLING attempt_<*>_0019_m_000009_1000,1
fd5f2736,Launching attempt_<*>_0019_r_000000_1000,1
f2cae494,Launching attempt_<*>_0019_m_000002_1001,1
4a5c203e,Abandoning BP-<*>-<*>-<*>:blk_<*>_3286,1
75f1b079,Launching attempt_<*>_0019_m_000004_1001,1
a9717ae9,Launching attempt_<*>_0019_m_000000_1001,1
a07c9a00,KILLING attempt_<*>_0019_m_000006_1000,1
648870f4,KILLING attempt_<*>_0019_m_000008_1000,1
d56e3fc9,KILLING attempt_<*>_0019_m_000003_1000,1
fb0f0969,KILLING attempt_<*>_0019_m_000005_1000,1
c461e103,KILLING attempt_<*>_0019_m_000001_1000,1
8edbd152,KILLING attempt_<*>_0019_m_000004_1000,1
4dcbf03b,KILLING attempt_<*>_0019_m_000004_1001,1
d9e5e749,KILLING attempt_<*>_0019_m_000007_1000,1
ff360462,KILLING attempt_<*>_0019_m_000000_1000,1
58c4f96b,KILLING attempt_<*>_0019_m_000000_1001,1
828304cf,KILLING attempt_<*>_0019_m_000002_1000,1
1f3b470b,KILLING attempt_<*>_0019_m_000002_1001,1
779e73c2,KILLING attempt_<*>_0019_r_000000_1000,1
ead85c27,Service JobHistoryEventHandler failed in state STOPPED; cause: org.apache.hadoop.yarn.exceptions.YarnRuntimeException: java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5/<*> to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,1
c8c6eb61,When stopping the service JobHistoryEventHandler : org.apache.hadoop.yarn.exceptions.YarnRuntimeException: java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5/<*> to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,1
261985dd,Service org.apache.hadoop.mapreduce.v2.app.MRAppMaster failed in state STOPPED; cause: org.apache.hadoop.yarn.exceptions.YarnRuntimeException: java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5/<*> to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,1
da66ba6a,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>:4412,1
c954e8a9,Launching attempt_<*>_0003_r_000000_1000,1
161f788c,Launching attempt_<*>_0003_m_000009_1000,1
3e641da8,Launching attempt_<*>_0003_m_000009_1001,1
e20517d6,KILLING attempt_<*>_0003_m_000009_1000,1
993a022a,KILLING attempt_<*>_0003_m_000009_1001,1
41cbe7db,KILLING attempt_<*>_0003_r_000000_1000,1
c9c0be26,Abandoning BP-<*>-<*>-<*>:blk_<*>_2902,1
efb92b4b,Task attempt_<*>_0004_m_000004_0 failed : org.apache.hadoop.fs.FSError: java.io.IOException: There is not enough space on the disk,1
4a51e849,Task: attempt_<*>_0004_m_000004_0 - exited : java.io.IOException: There is not enough space on the disk,2
5bb418f9,Task: attempt_<*>_0004_m_000004_0 - exited : java.io.IOException: Spill failed,1
693fe9ba,Diagnostics report from attempt_<*>_0004_m_000004_0: Error: java.io.IOException: Spill failed,2
30fce9eb,Launching attempt_<*>_0004_m_000004_1,1
124595ef,KILLING attempt_<*>_0004_m_000004_1,1
582b94c6,Before Scheduling: PendingReds:1 ScheduledMaps:1 ScheduledReds:0 <*> AssignedReds:0 <*> CompletedReds:0 <*> ContRel:2 HostLocal:6 RackLocal:4,2
7f827179,Launching attempt_<*>_0004_m_000004_2,1
cd1d6121,getResources() for application_<*>_0004: <*> release= 0 newContainers=1 <*> <*> <*> knownNMs=3,2
cf521679,Launching attempt_<*>_0004_m_000009_1,1
6ef1f69d,KILLING attempt_<*>_0004_m_000004_2,1
7f2cbb82,KILLING attempt_<*>_0004_m_000009_1,1
e14db0d0,"getResources() for <*> <*> release= 0 <*> <*> resourcelimit=<memory:0, vCores:-27> knownNMs=4",53
de57b8b0,Launching attempt_<*>_0017_m_000000_1,1
0c867202,KILLING attempt_<*>_0017_m_000000_1,1
1c23b566,KILLING attempt_<*>_0017_r_000000_0,1
15540159,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>:4233,1
38f0cf45,Shuffle failed : local error on this node: 04DN8IQ/<*>,2
17e09dd8,"completedMapPercent 0.1 totalResourceLimit:<memory:6144, vCores:-21> finalMapResourceLimit:<memory:5530, vCores:-19> finalReduceResourceLimit:<memory:614, vCores:-2> <*> <*> netScheduledReduceResource:<memory:0, vCores:0>",2
a857114b,Launching attempt_<*>_0014_m_000009_1,1
00850f83,KILLING attempt_<*>_0014_m_000009_1,1
88328ae6,Launching attempt_<*>_0014_r_000000_1,1
65bfe0dc,Launching attempt_<*>_0014_m_000000_1000,1
48667e70,Launching attempt_<*>_0014_r_000000_1000,1
b5f8ee15,Launching attempt_<*>_0014_m_000000_1001,1
76e62665,KILLING attempt_<*>_0014_m_000000_1000,1
a1a6edd9,KILLING attempt_<*>_0014_m_000000_1001,1
9d4e1c9f,KILLING attempt_<*>_0014_r_000000_1000,1
1f450825,Launching attempt_<*>_0011_m_000005_1,1
86e45ab8,Launching attempt_<*>_0011_m_000008_1,1
9442ccc3,Launching attempt_<*>_0011_m_000003_1,1
da80b9ab,KILLING attempt_<*>_0011_m_000005_1,1
f0ce42df,Launching attempt_<*>_0011_m_000004_1,1
3696dc79,KILLING attempt_<*>_0011_m_000008_1,1
8d62ff81,KILLING attempt_<*>_0011_m_000004_1,1
9b81b34f,KILLING attempt_<*>_0011_m_000003_1,1
b5d278ec,Launching attempt_<*>_0018_m_000000_1000,1
070afa3f,Launching attempt_<*>_0018_m_000001_1000,1
96e0fe4f,Launching attempt_<*>_0018_m_000002_1000,1
e0db2b1d,Abandoning BP-<*>-<*>-<*>:blk_<*>_3283,1
4ae79826,Launching attempt_<*>_0018_m_000003_1000,1
60daed0c,Launching attempt_<*>_0018_m_000004_1000,1
1e38f491,Launching attempt_<*>_0018_m_000005_1000,1
25af0ff3,Launching attempt_<*>_0018_m_000006_1000,1
bbea569f,Launching attempt_<*>_0018_m_000008_1000,1
9eb6aa9a,Launching attempt_<*>_0018_m_000009_1000,1
bf4a38f9,KILLING attempt_<*>_0018_m_000004_1000,1
f11fdf8a,After Scheduling: PendingReds:0 <*> ScheduledReds:1 <*> AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 <*> <*>,3
66e61bb0,Launching attempt_<*>_0018_m_000000_1001,1
44d394ef,KILLING attempt_<*>_0018_m_000009_1000,1
c8112acc,Launching attempt_<*>_0018_m_000005_1001,1
1ccbaabe,Launching attempt_<*>_0018_m_000001_1001,1
22f2feac,KILLING attempt_<*>_0018_m_000006_1000,1
00ad4cb9,Launching attempt_<*>_0018_m_000003_1001,1
49693268,Launching attempt_<*>_0018_m_000002_1001,1
568c7392,KILLING attempt_<*>_0018_m_000008_1000,1
d556f24f,KILLING attempt_<*>_0018_m_000001_1001,1
ceec45a6,KILLING attempt_<*>_0018_m_000001_1000,1
038f2e91,KILLING attempt_<*>_0018_m_000002_1000,1
daef83e4,KILLING attempt_<*>_0018_m_000002_1001,1
8ca1eb0a,KILLING attempt_<*>_0018_m_000000_1000,1
b5b4d598,KILLING attempt_<*>_0018_m_000000_1001,1
f5c284e4,KILLING attempt_<*>_0018_m_000003_1000,1
ea4dba99,KILLING attempt_<*>_0018_m_000003_1001,1
72a103bc,KILLING attempt_<*>_0018_m_000005_1000,1
797c9d13,KILLING attempt_<*>_0018_m_000005_1001,1
c35dadd3,KILLING attempt_<*>_0013_m_000009_0,1
3607605d,Launching attempt_<*>_0013_r_000000_0,1
102c2a85,Launching attempt_<*>_0013_m_000002_1,1
976ced0c,Launching attempt_<*>_0013_m_000001_1,1
9b7af01c,KILLING attempt_<*>_0013_m_000003_0,1
b406c64f,KILLING attempt_<*>_0013_m_000006_0,1
37eef601,Launching attempt_<*>_0013_m_000000_1,1
fb17612d,KILLING attempt_<*>_0013_m_000005_0,1
0e9f375b,KILLING attempt_<*>_0013_m_000008_0,1
834c6432,KILLING attempt_<*>_0013_m_000007_0,1
3932152a,KILLING attempt_<*>_0013_m_000004_0,1
3c932da0,KILLING attempt_<*>_0013_m_000002_1,1
fb7a673d,KILLING attempt_<*>_0013_m_000002_0,1
edaa2021,KILLING attempt_<*>_0013_m_000000_0,1
77eb3dcd,KILLING attempt_<*>_0013_m_000000_1,1
01079e5d,KILLING attempt_<*>_0013_m_000001_1,1
c3f7f3e9,KILLING attempt_<*>_0013_m_000001_0,1
64461189,KILLING attempt_<*>_0013_r_000000_0,1
039c163e,"getResources() for <*> <*> release= <*> newContainers=0 <*> resourcelimit=<memory:4096, vCores:-23> knownNMs=4",2
90955b4c,getResources() for application_<*>_0016: ask=4 release= 0 <*> <*> <*> <*> knownNMs=4,6
fa71f599,Launching attempt_<*>_0016_m_000006_1,1
3541622a,Launching attempt_<*>_0016_m_000008_1,1
b698adf9,Launching attempt_<*>_0016_m_000005_1,1
d4c87916,Launching attempt_<*>_0016_m_000007_1,1
7c59b995,KILLING attempt_<*>_0016_m_000006_1,1
4a44569a,KILLING attempt_<*>_0016_m_000007_1,1
f7df2853,KILLING attempt_<*>_0016_m_000008_1,1
f25fa402,KILLING attempt_<*>_0016_m_000005_1,1
569e1a33,Abandoning BP-<*>-<*>-<*>:blk_<*>_2738,1
49d2da37,Launching attempt_<*>_0022_m_000003_0,1
419e4b9e,Launching attempt_<*>_0022_m_000001_0,1
9d4dd8ed,Launching attempt_<*>_0022_m_000002_0,1
60b517b0,Launching attempt_<*>_0022_m_000000_0,1
48bc94e6,Launching attempt_<*>_0022_m_000004_0,1
31b7b3c4,Launching attempt_<*>_0022_m_000005_0,1
3a5c768e,Launching attempt_<*>_0022_m_000006_0,1
4bd7de0a,Launching attempt_<*>_0022_m_000007_0,1
89636c3e,Launching attempt_<*>_0022_m_000008_0,1
1487f443,Launching attempt_<*>_0022_m_000009_0,1
5e94f1df,KILLING attempt_<*>_0022_m_000003_0,1
83c8ec74,KILLING attempt_<*>_0022_m_000002_0,1
b1cda226,KILLING attempt_<*>_0022_m_000000_0,1
3603b77c,KILLING attempt_<*>_0022_m_000001_0,1
873081cf,Launching attempt_<*>_0022_r_000000_0,1
b7efb8c7,Launching attempt_<*>_0022_m_000007_1,1
a8b39b8a,Launching attempt_<*>_0022_m_000005_1,1
3e468a8d,Launching attempt_<*>_0022_m_000008_1,1
33804819,KILLING attempt_<*>_0022_m_000009_0,1
1bb6f249,Launching attempt_<*>_0022_m_000006_1,1
3263fd26,Launching attempt_<*>_0022_m_000004_1,1
d396ddbd,KILLING attempt_<*>_0022_m_000007_1,1
b510b75b,KILLING attempt_<*>_0022_m_000007_0,1
575c1c15,KILLING attempt_<*>_0022_m_000005_1,1
b917b764,KILLING attempt_<*>_0022_m_000005_0,1
521441f6,KILLING attempt_<*>_0022_m_000008_1,1
a2cd6c64,KILLING attempt_<*>_0022_m_000008_0,1
96f2421b,KILLING attempt_<*>_0022_m_000004_1,1
18d70141,KILLING attempt_<*>_0022_m_000004_0,1
5f832701,KILLING attempt_<*>_0022_m_000006_1,1
abe4d96b,KILLING attempt_<*>_0022_m_000006_0,1
22351c34,KILLING attempt_<*>_0022_r_000000_0,1
4e4a5704,"getResources() for application_<*>_0001: ask=5 release= 0 newContainers=0 finishedContainers=2 resourcelimit=<memory:1024, vCores:-26> knownNMs=4",1
51a3cabf,Launching attempt_<*>_0001_m_000006_1,1
1f53c45d,Launching attempt_<*>_0001_m_000002_1,1
f3a1c5cb,Launching attempt_<*>_0001_m_000004_1,1
7fc7616f,KILLING attempt_<*>_0001_m_000002_1,1
2b3aa02b,KILLING attempt_<*>_0001_m_000004_1,1
e366ce15,KILLING attempt_<*>_0001_m_000006_1,1
5cad0102,Abandoning BP-<*>-<*>-<*>:blk_<*>_2928,1
33cc392b,Abandoning BP-<*>-<*>-<*>:blk_<*>_2899,1
